Title,Start,End,Duration
Sleep,1/1/16 0:00,1/1/16 5:30,5:30
Personal,1/1/16 5:30,1/1/16 7:00,1:30
Technical Work,1/1/16 7:00,1/1/16 22:30,15:30
Sleep,1/1/16 22:30,1/2/16 0:00,1:30
Sleep,1/2/16 0:00,1/2/16 4:30,4:30
Personal,1/2/16 4:30,1/2/16 6:30,2:00
Technical Work,1/2/16 6:30,1/2/16 22:00,15:30
Sleep,1/2/16 22:00,1/3/16 0:00,2:00
Sleep,1/3/16 0:00,1/3/16 1:00,1:00
Personal,1/3/16 1:00,1/3/16 3:00,2:00
Sleep,1/3/16 3:00,1/3/16 6:00,3:00
Personal,1/3/16 6:00,1/3/16 8:00,2:00
Technical Work,1/3/16 8:00,1/3/16 18:15,10:15
Personal,1/3/16 18:15,1/3/16 19:30,1:15
Technical Work,1/3/16 19:30,1/4/16 0:00,4:30
Technical Work,1/4/16 0:00,1/4/16 0:30,0:30
Sleep,1/4/16 0:30,1/4/16 2:00,1:30
Personal,1/4/16 2:00,1/4/16 4:00,2:00
Sleep,1/4/16 4:00,1/4/16 7:00,3:00
Personal,1/4/16 7:00,1/4/16 8:30,1:30
Sleep,1/4/16 8:30,1/4/16 9:45,1:15
Technical Work,1/4/16 9:45,1/4/16 11:00,1:15
Meetings,1/4/16 11:00,1/4/16 13:30,2:30
Technical Work,1/4/16 13:30,1/4/16 18:15,4:45
Personal,1/4/16 18:15,1/4/16 19:30,1:15
Technical Work,1/4/16 19:30,1/5/16 0:00,4:30
Technical Work,1/5/16 0:00,1/5/16 0:30,0:30
Sleep,1/5/16 0:30,1/5/16 5:30,5:00
Personal,1/5/16 5:30,1/5/16 7:00,1:30
Technical Work,1/5/16 7:00,1/5/16 18:15,11:15
Personal,1/5/16 18:15,1/5/16 19:30,1:15
Technical Work,1/5/16 19:30,1/6/16 0:00,4:30
Technical Work,1/6/16 0:00,1/6/16 0:30,0:30
Sleep,1/6/16 0:30,1/6/16 5:30,5:00
Personal,1/6/16 5:30,1/6/16 7:00,1:30
Technical Work,1/6/16 7:00,1/6/16 18:15,11:15
Personal,1/6/16 18:15,1/6/16 19:30,1:15
Technical Work,1/6/16 19:30,1/7/16 0:00,4:30
Technical Work,1/7/16 0:00,1/7/16 0:30,0:30
Sleep,1/7/16 0:30,1/7/16 5:30,5:00
Personal,1/7/16 5:30,1/7/16 7:00,1:30
Technical Work,1/7/16 7:00,1/7/16 18:15,11:15
Personal,1/7/16 18:15,1/7/16 19:30,1:15
Technical Work,1/7/16 19:30,1/8/16 0:00,4:30
Technical Work,1/8/16 0:00,1/8/16 0:30,0:30
Sleep,1/8/16 0:30,1/8/16 5:30,5:00
Personal,1/8/16 5:30,1/8/16 7:00,1:30
Technical Work,1/8/16 7:00,1/8/16 18:15,11:15
Personal,1/8/16 18:15,1/8/16 19:30,1:15
Technical Work,1/8/16 19:30,1/9/16 0:00,4:30
Technical Work,1/9/16 0:00,1/9/16 1:00,1:00
Sleep,1/9/16 1:00,1/9/16 4:30,3:30
Personal,1/9/16 4:30,1/9/16 8:00,3:30
Technical Work,1/9/16 8:00,1/9/16 11:30,3:30
Personal,1/9/16 11:30,1/9/16 12:45,1:15
Technical Work,1/9/16 12:45,1/9/16 16:15,3:30
Personal,1/9/16 16:15,1/9/16 19:30,3:15
Technical Work,1/9/16 19:30,1/10/16 0:00,4:30
Technical Work,1/10/16 0:00,1/10/16 1:00,1:00
Sleep,1/10/16 1:00,1/10/16 5:30,4:30
Personal,1/10/16 5:30,1/10/16 7:00,1:30
Technical Work,1/10/16 7:00,1/10/16 13:30,6:30
Travel,1/10/16 13:30,1/11/16 0:00,10:30
Travel,1/11/16 0:00,1/11/16 2:00,2:00
Sleep,1/11/16 2:00,1/11/16 4:00,2:00
Technical Work,1/11/16 4:00,1/11/16 10:00,6:00
Meetings,1/11/16 10:00,1/11/16 15:30,5:30
Technical Work,1/11/16 15:30,1/11/16 22:00,6:30
Meetings,1/11/16 22:00,1/12/16 0:00,2:00
Personal,1/12/16 0:00,1/12/16 1:00,1:00
Sleep,1/12/16 1:00,1/12/16 6:00,5:00
Technical Work,1/12/16 6:00,1/12/16 12:00,6:00
Meetings,1/12/16 12:00,1/12/16 14:00,2:00
Technical Work,1/12/16 14:00,1/12/16 18:00,4:00
Meetings,1/12/16 18:00,1/13/16 0:00,6:00
Personal,1/13/16 0:00,1/13/16 1:00,1:00
Sleep,1/13/16 1:00,1/13/16 6:00,5:00
Technical Work,1/13/16 6:00,1/13/16 12:00,6:00
Meetings,1/13/16 12:00,1/14/16 0:00,12:00
Personal,1/14/16 0:00,1/14/16 1:00,1:00
Sleep,1/14/16 1:00,1/14/16 6:00,5:00
Technical Work,1/14/16 6:00,1/14/16 12:00,6:00
Personal,1/14/16 12:00,1/14/16 18:15,6:15
Technical Work,1/14/16 18:15,1/15/16 0:00,5:45
Technical Work,1/15/16 0:00,1/15/16 1:00,1:00
Sleep,1/15/16 1:00,1/15/16 4:00,3:00
Personal,1/15/16 4:00,1/15/16 9:00,5:00
Technical Work,1/15/16 9:00,1/15/16 12:30,3:30
Meetings,1/15/16 12:30,1/15/16 15:00,2:30
Non-Technical Work,1/15/16 15:00,1/15/16 16:00,1:00
Meetings,1/15/16 16:00,1/15/16 18:30,2:30
Personal,1/15/16 18:30,1/15/16 20:00,1:30
Technical Work,1/15/16 20:00,1/16/16 0:00,4:00
Technical Work,1/16/16 0:00,1/16/16 1:00,1:00
Sleep,1/16/16 1:00,1/16/16 5:30,4:30
Personal,1/16/16 5:30,1/16/16 9:00,3:30
Technical Work,1/16/16 9:00,1/16/16 12:30,3:30
Personal,1/16/16 12:30,1/16/16 18:30,6:00
Technical Work,1/16/16 18:30,1/17/16 0:00,5:30
Technical Work,1/17/16 0:00,1/17/16 1:00,1:00
Sleep,1/17/16 1:00,1/17/16 5:30,4:30
Personal,1/17/16 5:30,1/17/16 9:00,3:30
Technical Work,1/17/16 9:00,1/17/16 12:15,3:15
Personal,1/17/16 12:15,1/17/16 19:00,6:45
Technical Work,1/17/16 19:00,1/18/16 0:00,5:00
Technical Work,1/18/16 0:00,1/18/16 1:00,1:00
Sleep,1/18/16 1:00,1/18/16 5:30,4:30
Personal,1/18/16 5:30,1/18/16 9:00,3:30
Personal,1/18/16 9:00,1/18/16 12:30,3:30
Personal,1/18/16 12:30,1/18/16 19:00,6:30
Technical Work,1/18/16 19:00,1/19/16 0:00,5:00
Technical Work,1/19/16 0:00,1/19/16 1:00,1:00
Sleep,1/19/16 1:00,1/19/16 5:30,4:30
Technical Work,1/19/16 5:30,1/19/16 12:00,6:30
Meetings,1/19/16 12:00,1/19/16 14:00,2:00
Technical Work,1/19/16 14:00,1/19/16 17:30,3:30
Meetings,1/19/16 17:30,1/19/16 19:00,1:30
Technical Work,1/19/16 19:00,1/20/16 0:00,5:00
Technical Work,1/20/16 0:00,1/20/16 1:00,1:00
Sleep,1/20/16 1:00,1/20/16 6:00,5:00
Personal,1/20/16 6:00,1/20/16 6:30,0:30
Technical Work,1/20/16 6:30,1/20/16 10:00,3:30
Meetings,1/20/16 10:00,1/20/16 13:30,3:30
Technical Work,1/20/16 13:30,1/20/16 17:00,3:30
Meetings,1/20/16 17:00,1/20/16 23:30,6:30
Non-Technical Work,1/20/16 23:30,1/21/16 0:00,0:30
Sleep,1/21/16 0:00,1/21/16 4:00,4:00
Personal,1/21/16 4:00,1/21/16 5:00,1:00
Travel,1/21/16 5:00,1/21/16 19:00,14:00
Personal,1/21/16 19:00,1/21/16 20:00,1:00
Non-Technical Work,1/21/16 20:00,1/22/16 0:00,4:00
Non-Technical Work,1/22/16 0:00,1/22/16 0:30,0:30
Sleep,1/22/16 0:30,1/22/16 5:30,5:00
Personal,1/22/16 5:30,1/22/16 7:30,2:00
Meetings,1/22/16 7:30,1/22/16 8:15,0:45
Non-Technical Work,1/22/16 8:15,1/22/16 11:30,3:15
Technical Work,1/22/16 11:30,1/22/16 18:30,7:00
Personal,1/22/16 18:30,1/22/16 20:30,2:00
Technical Work,1/22/16 20:30,1/23/16 0:00,3:30
Technical Work,1/23/16 0:00,1/23/16 1:00,1:00
Sleep,1/23/16 1:00,1/23/16 5:30,4:30
Personal,1/23/16 5:30,1/23/16 8:00,2:30
Technical Work,1/23/16 8:00,1/23/16 13:00,5:00
Personal,1/23/16 13:00,1/23/16 15:00,2:00
Technical Work,1/23/16 15:00,1/23/16 18:30,3:30
Personal,1/23/16 18:30,1/23/16 20:30,2:00
Technical Work,1/23/16 20:30,1/24/16 0:00,3:30
Technical Work,1/24/16 0:00,1/24/16 1:00,1:00
Sleep,1/24/16 1:00,1/24/16 5:30,4:30
Personal,1/24/16 5:30,1/24/16 8:00,2:30
Technical Work,1/24/16 8:00,1/24/16 18:30,10:30
Personal,1/24/16 18:30,1/24/16 20:30,2:00
Technical Work,1/24/16 20:30,1/25/16 0:00,3:30
